                        # n, d, f, numerator, denominator, feature, p0, p1, p2, sigma_fit, Rap, minr, maxr, minew, maxew
 945  947  940       6790.93      6794.28      6785.77  -3.46728E-02  8.07497E-01  3.15424E-01        0.0951       0.3528       0.7452       1.1457      27.2500      43.9700
 945  948  940       6790.93      6796.63      6785.77  -3.59855E-02  1.22319E+00  3.79995E-01        0.0888       0.4367       0.4711       0.7553      27.2500      43.9700
 945  950  940       6790.93      6797.48      6785.77  -3.91033E-02  1.02506E+00  3.77234E-01        0.0938       0.3722       0.6715       1.0226      27.2500      43.9700
 945  951  940       6790.93      6798.21      6785.77  -3.76639E-02  1.10897E+00  3.72376E-01        0.0902       0.4207       0.5696       0.9051      27.2500      43.9700
 945  954  940       6790.93      6801.89      6785.77  -3.82593E-02  1.34647E+00  3.10372E-01        0.0930       0.3845       0.5474       0.7796      27.2500      43.9700
 945  955  940       6790.93      6802.44      6785.77  -4.02139E-02  3.25152E-01  7.09239E-01        0.0884       0.4435       1.1807       2.2971      27.2500      43.9700
 946  935  939       6793.67      6780.23      6785.38  -3.93870E-02  8.14555E-01  5.52935E-01        0.0979       0.3147       0.4008       0.7100      20.7600      37.4500
 946  936  940       6793.67      6783.41      6785.77  -3.65175E-02  9.08787E-01  7.27142E-01        0.0989       0.2989       0.3023       0.7060      27.2500      43.9700
 946  937  940       6793.67      6783.74      6785.77  -3.75389E-02  5.40770E-01  8.17466E-01        0.0989       0.3001       0.4541       1.1357      27.2500      43.9700
 946  939  940       6793.67      6785.38      6785.77  -3.44915E-02  3.00585E-01  6.67410E-01        0.0825       0.5132       0.8312       2.2690      27.2500      43.9700
 946  940  939       6793.67      6785.77      6785.38  -3.46233E-02  3.32663E-01  5.06912E-01        0.0908       0.4114       0.6955       1.6121      20.7600      37.4500
 946  944  940       6793.67      6790.05      6785.77  -3.68906E-02  3.05295E-01  8.15681E-01        0.0961       0.3363       0.6460       1.8157      27.2500      43.9700
 946  951  939       6793.67      6798.21      6785.38  -3.55939E-02  6.98133E-01  5.31162E-01        0.1000       0.2864       0.3564       0.7029      20.7600      37.4500
 946  955  940       6793.67      6802.44      6785.77  -3.72024E-02  2.92111E-01  8.02893E-01        0.0985       0.3050       0.8053       1.8548      27.2500      43.9700
 946  960  939       6793.67      6807.02      6785.38  -3.72308E-02  6.99044E-01  5.00281E-01        0.0974       0.3220       0.4311       0.8342      20.7600      37.4500
 946  961  940       6793.67      6808.58      6785.77  -4.01925E-02  2.36034E-01  1.04053E+00        0.0932       0.3799       0.5133       2.1892      27.2500      43.9700
 947  934  939       6794.28      6779.36      6785.38  -3.71730E-02 -2.71695E-01  1.19039E+00        0.0929       0.3856       0.6242       1.6620      20.7600      37.4500
 947  934  940       6794.28      6779.36      6785.77  -3.66871E-02 -3.19992E-01  1.43880E+00        0.0951       0.3547       0.6242       1.6620      27.2500      43.9700
 947  939  940       6794.28      6785.38      6785.77  -3.56325E-02  3.11305E-01  4.78813E-01        0.0880       0.4494       1.4948       2.7118      27.2500      43.9700
 947  940  939       6794.28      6785.77      6785.38  -3.59241E-02  3.57023E-01  3.16994E-01        0.0977       0.3213       1.3162       1.9232      20.7600      37.4500
 947  943  940       6794.28      6788.76      6785.77  -3.76841E-02 -8.49995E-01  1.75575E+00        0.0893       0.4306       0.5341       0.9666      27.2500      43.9700
 947  944  940       6794.28      6790.05      6785.77  -4.06628E-02  4.25371E-01  5.85028E-01        0.0946       0.3599       1.2568       1.9639      27.2500      43.9700
 947  945  939       6794.28      6790.93      6785.38  -3.47609E-02 -5.32067E-01  1.44224E+00        0.0980       0.3158       0.8728       1.3419      20.7600      37.4500
 947  945  940       6794.28      6790.93      6785.77  -3.52029E-02 -7.23767E-01  1.87084E+00        0.0938       0.3707       0.8728       1.3419      27.2500      43.9700
 947  946  939       6794.28      6793.67      6785.38  -3.56748E-02 -2.84914E-01  1.33161E+00        0.0950       0.3537       1.0478       2.1166      20.7600      37.4500
 947  949  940       6794.28      6796.94      6785.77  -3.89038E-02 -3.50916E-01  1.66940E+00        0.0952       0.3520       0.9084       1.8509      27.2500      43.9700
 947  956  939       6794.28      6803.41      6785.38  -3.35080E-02 -7.44989E-01  1.52876E+00        0.0924       0.3897       0.7242       1.1912      20.7600      37.4500
 947  956  940       6794.28      6803.41      6785.77  -3.00719E-02 -7.67765E-01  1.63172E+00        0.0997       0.2877       0.7242       1.1912      27.2500      43.9700
 947  957  939       6794.28      6805.29      6785.38  -3.49196E-02 -9.85882E-01  1.41579E+00        0.0990       0.3032       0.4101       0.7062      20.7600      37.4500
 947  958  940       6794.28      6806.33      6785.77  -4.07506E-02 -3.99870E-01  1.86784E+00        0.0930       0.3811       1.1685       1.9581      27.2500      43.9700
 947  961  940       6794.28      6808.58      6785.77  -4.24401E-02  2.35240E-01  1.01395E+00        0.0949       0.3584       0.9403       2.6164      27.2500      43.9700
 948  939  940       6796.63      6785.38      6785.77  -3.45837E-02  2.43155E-01  3.12191E-01        0.0894       0.4314       2.3955       3.8685      27.2500      43.9700
 948  940  939       6796.63      6785.77      6785.38  -3.70374E-02  2.81796E-01  2.15445E-01        0.0971       0.3300       2.0114       2.8418      20.7600      37.4500
 948  942  940       6796.63      6787.29      6785.77  -4.01890E-02 -2.66627E-01  1.82022E+00        0.0966       0.3335       1.7068       2.8474      27.2500      43.9700
 948  943  940       6796.63      6788.76      6785.77  -3.85399E-02 -5.21584E-01  1.76034E+00        0.0853       0.4801       0.7925       1.5376      27.2500      43.9700
 948  945  939       6796.63      6790.93      6785.38  -3.43941E-02 -2.87339E-01  1.34109E+00        0.0983       0.3119       1.3241       2.1228      20.7600      37.4500
 948  945  940       6796.63      6790.93      6785.77  -3.65100E-02 -4.40090E-01  1.87511E+00        0.0895       0.4281       1.3241       2.1228      27.2500      43.9700
 948  946  939       6796.63      6793.67      6785.38  -3.53222E-02 -1.63512E-01  1.27604E+00        0.0956       0.3464       1.5528       3.2569      20.7600      37.4500
 948  946  940       6796.63      6793.67      6785.77  -3.36309E-02 -1.85350E-01  1.47995E+00        0.0993       0.2905       1.5528       3.2569      27.2500      43.9700
 948  949  940       6796.63      6796.94      6785.77  -3.97568E-02 -2.30511E-01  1.71061E+00        0.0898       0.4234       1.3011       2.9877      27.2500      43.9700
 948  956  939       6796.63      6803.41      6785.38  -3.21157E-02 -4.91938E-01  1.51274E+00        0.0883       0.4434       1.1266       1.8316      20.7600      37.4500
 948  956  940       6796.63      6803.41      6785.77  -3.08026E-02 -5.77822E-01  1.78376E+00        0.0880       0.4447       1.1266       1.8316      27.2500      43.9700
 948  957  939       6796.63      6805.29      6785.38  -3.37611E-02 -6.53752E-01  1.40381E+00        0.0956       0.3503       0.7156       1.0994      20.7600      37.4500
 948  957  940       6796.63      6805.29      6785.77  -3.42421E-02 -8.97253E-01  1.83089E+00        0.0893       0.4328       0.7156       1.0994      27.2500      43.9700
 948  958  940       6796.63      6806.33      6785.77  -4.14686E-02 -2.49260E-01  1.87660E+00        0.0880       0.4458       1.7509       3.1412      27.2500      43.9700
 948  961  940       6796.63      6808.58      6785.77  -4.18677E-02  1.53899E-01  9.89536E-01        0.0989       0.3044       1.4932       3.7324      27.2500      43.9700
 948  962  939       6796.63      6809.67      6785.38  -3.09680E-02 -5.30613E-01  1.37832E+00        0.0936       0.3758       0.8731       1.4906      20.7600      37.4500
 948  962  940       6796.63      6809.67      6785.77  -2.82006E-02 -6.34653E-01  1.58979E+00        0.0970       0.3280       0.8731       1.4906      27.2500      43.9700
 949  936  940       6796.94      6783.41      6785.77  -4.18918E-02  8.11988E-01  8.83623E-01        0.0872       0.4581       0.3347       0.9252      27.2500      43.9700
 949  937  940       6796.94      6783.74      6785.77  -4.17659E-02  4.57142E-01  9.57649E-01        0.0906       0.4152       0.4530       1.4882      27.2500      43.9700
 949  938  940       6796.94      6784.13      6785.77  -4.08933E-02  6.86957E-01  9.00549E-01        0.0933       0.3799       0.3121       0.8986      27.2500      43.9700
 949  939  940       6796.94      6785.38      6785.77  -3.87270E-02  2.21894E-01  8.55182E-01        0.0779       0.5685       0.9046       2.9732      27.2500      43.9700
 949  940  939       6796.94      6785.77      6785.38  -3.47701E-02  2.00523E-01  6.10356E-01        0.0994       0.2967       0.7612       1.9052      20.7600      37.4500
 949  941  940       6796.94      6786.50      6785.77  -3.93084E-02  2.39939E-01  9.36321E-01        0.0924       0.3893       0.6927       2.1717      27.2500      43.9700
 949  944  940       6796.94      6790.05      6785.77  -4.04948E-02  2.51354E-01  9.42685E-01        0.0900       0.4216       0.6985       2.1582      27.2500      43.9700
 949  947  940       6796.94      6794.28      6785.77  -3.85526E-02  5.72525E-01  7.47238E-01        0.0953       0.3512       0.5403       1.1008      27.2500      43.9700
 949  948  940       6796.94      6796.63      6785.77  -3.96880E-02  9.28953E-01  7.66993E-01        0.0882       0.4449       0.3347       0.7686      27.2500      43.9700
 949  950  940       6796.94      6797.48      6785.77  -4.15667E-02  7.04237E-01  8.12156E-01        0.0922       0.3938       0.4793       1.0406      27.2500      43.9700
 949  951  940       6796.94      6798.21      6785.77  -4.09082E-02  7.97917E-01  7.93600E-01        0.0900       0.4227       0.4264       0.9211      27.2500      43.9700
 949  952  940       6796.94      6799.25      6785.77  -4.07180E-02  1.03525E+00  7.13821E-01        0.0970       0.3288       0.4029       0.7364      27.2500      43.9700
 949  954  940       6796.94      6801.89      6785.77  -4.17461E-02  9.92847E-01  7.60393E-01        0.0889       0.4375       0.3818       0.7933      27.2500      43.9700
 949  955  940       6796.94      6802.44      6785.77  -4.11135E-02  2.38061E-01  9.43863E-01        0.0922       0.3943       0.8414       2.3376      27.2500      43.9700
 949  959  940       6796.94      6806.75      6785.77  -3.86944E-02  3.30771E-01  9.29345E-01        0.0952       0.3527       0.4674       1.5904      27.2500      43.9700
 949  960  940       6796.94      6807.02      6785.77  -4.12513E-02  8.14578E-01  6.93096E-01        0.0901       0.4217       0.4868       0.9554      27.2500      43.9700
 949  961  940       6796.94      6808.58      6785.77  -4.18728E-02  1.81817E-01  1.11197E+00        0.0911       0.4093       0.5270       2.8686      27.2500      43.9700
 950  939  940       6797.48      6785.38      6785.77  -3.21360E-02  3.29585E-01  2.38907E-01        0.0818       0.5243       1.6537       2.9480      27.2500      43.9700
 950  940  939       6797.48      6785.77      6785.38  -3.32787E-02  4.76576E-01 -5.14529E-02        0.0878       0.4523       1.4429       2.2078      20.7600      37.4500
 950  943  940       6797.48      6788.76      6785.77  -4.06174E-02 -7.96805E-01  1.89274E+00        0.0876       0.4515       0.5932       1.0743      27.2500      43.9700
 950  944  940       6797.48      6790.05      6785.77  -3.77697E-02  4.32055E-01  3.85387E-01        0.0930       0.3799       1.3948       2.3193      27.2500      43.9700
 950  945  940       6797.48      6790.93      6785.77  -3.90005E-02 -6.87870E-01  2.06137E+00        0.0948       0.3594       0.9779       1.4892      27.2500      43.9700
 950  946  939       6797.48      6793.67      6785.38  -3.67701E-02 -2.22415E-01  1.31121E+00        0.0982       0.3107       1.1833       2.2824      20.7600      37.4500
 950  949  940       6797.48      6796.94      6785.77  -4.12829E-02 -3.32181E-01  1.78433E+00        0.0941       0.3678       0.9610       2.0864      27.2500      43.9700
 950  956  939       6797.48      6803.41      6785.38  -3.42341E-02 -8.16308E-01  1.72136E+00        0.0892       0.4325       0.8685       1.3220      20.7600      37.4500
 950  956  940       6797.48      6803.41      6785.77  -3.28200E-02 -9.44030E-01  2.01172E+00        0.0931       0.3793       0.8685       1.3220      27.2500      43.9700
 950  957  939       6797.48      6805.29      6785.38  -3.57381E-02 -9.43265E-01  1.48638E+00        0.0987       0.3078       0.5509       0.7838      20.7600      37.4500
 950  957  940       6797.48      6805.29      6785.77  -3.66282E-02 -1.37997E+00  2.00377E+00        0.0946       0.3627       0.5509       0.7838      27.2500      43.9700
 950  958  940       6797.48      6806.33      6785.77  -4.40727E-02 -3.82361E-01  2.03150E+00        0.0913       0.4048       1.2931       2.2901      27.2500      43.9700
 950  961  940       6797.48      6808.58      6785.77  -4.12938E-02  2.29034E-01  9.44389E-01        0.0929       0.3857       1.0308       2.7567      27.2500      43.9700
 951  939  940       6798.21      6785.38      6785.77  -3.33491E-02  2.83985E-01  2.91117E-01        0.0860       0.4728       1.9411       3.2279      27.2500      43.9700
 951  940  939       6798.21      6785.77      6785.38  -3.59756E-02  3.12617E-01  2.39628E-01        0.0950       0.3582       1.7054       2.3879      20.7600      37.4500
 951  942  940       6798.21      6787.29      6785.77  -4.08507E-02 -3.25767E-01  1.85198E+00        0.0993       0.2972       1.4169       2.3131      27.2500      43.9700
 951  943  940       6798.21      6788.76      6785.77  -3.92783E-02 -6.86641E-01  1.83941E+00        0.0854       0.4804       0.6702       1.1719      27.2500      43.9700
 951  944  940       6798.21      6790.05      6785.77  -3.80942E-02  3.09712E-01  5.36157E-01        0.0991       0.2952       1.5526       2.7366      27.2500      43.9700
 951  945  939       6798.21      6790.93      6785.38  -3.48799E-02 -3.48561E-01  1.35908E+00        0.0989       0.3038       1.1048       1.7556      20.7600      37.4500
 951  945  940       6798.21      6790.93      6785.77  -3.71486E-02 -5.40204E-01  1.91258E+00        0.0918       0.3988       1.1048       1.7556      27.2500      43.9700
 951  946  939       6798.21      6793.67      6785.38  -3.54792E-02 -2.03571E-01  1.29463E+00        0.0953       0.3512       1.4226       2.8060      20.7600      37.4500
 951  949  940       6798.21      6796.94      6785.77  -4.03372E-02 -2.95865E-01  1.76264E+00        0.0909       0.4104       1.0857       2.3454      27.2500      43.9700
 951  956  939       6798.21      6803.41      6785.38  -3.21862E-02 -6.99496E-01  1.64774E+00        0.0844       0.4932       1.0343       1.5014      20.7600      37.4500
 951  956  940       6798.21      6803.41      6785.77  -3.11903E-02 -8.15192E-01  1.94502E+00        0.0866       0.4642       1.0343       1.5014      27.2500      43.9700
 951  957  939       6798.21      6805.29      6785.38  -3.43749E-02 -8.13266E-01  1.44088E+00        0.0963       0.3405       0.6004       0.8901      20.7600      37.4500
 951  957  940       6798.21      6805.29      6785.77  -3.50842E-02 -1.13050E+00  1.89716E+00        0.0921       0.3970       0.6004       0.8901      27.2500      43.9700
 951  958  940       6798.21      6806.33      6785.77  -4.22194E-02 -3.13232E-01  1.92864E+00        0.0898       0.4243       1.4609       2.5364      27.2500      43.9700
 951  961  940       6798.21      6808.58      6785.77  -4.12727E-02  1.87524E-01  9.65176E-01        0.0961       0.3420       1.1715       3.1144      27.2500      43.9700
 951  962  939       6798.21      6809.67      6785.38  -3.09106E-02 -7.29088E-01  1.46621E+00        0.0922       0.3949       0.8016       1.2095      20.7600      37.4500
 951  962  940       6798.21      6809.67      6785.77  -2.82360E-02 -8.67454E-01  1.69346E+00        0.0983       0.3120       0.8016       1.2095      27.2500      43.9700
 951  964  939       6798.21      6812.99      6785.38  -3.54514E-02 -4.50459E-01  1.41680E+00        0.0884       0.4439       0.9715       1.4985      20.7600      37.4500
 951  964  940       6798.21      6812.99      6785.77  -3.53838E-02 -5.52187E-01  1.74371E+00        0.0917       0.4019       0.9715       1.4985      27.2500      43.9700
 952  939  940       6799.25      6785.38      6785.77  -3.48508E-02  2.27197E-01  4.16237E-01        0.0721       0.6303       2.0459       4.0373      27.2500      43.9700
 952  940  939       6799.25      6785.77      6785.38  -3.42296E-02  2.91248E-01  1.65102E-01        0.0833       0.5065       1.7991       2.8974      20.7600      37.4500
 952  941  940       6799.25      6786.50      6785.77  -3.64569E-02  1.79810E-01  7.29691E-01        0.0986       0.3029       1.5697       3.2287      27.2500      43.9700
 952  943  940       6799.25      6788.76      6785.77  -3.89985E-02 -7.93067E-01  2.00652E+00        0.0914       0.4046       0.8197       1.2888      27.2500      43.9700
 952  944  940       6799.25      6790.05      6785.77  -3.83784E-02  2.34277E-01  6.42125E-01        0.0932       0.3775       1.5828       3.6968      27.2500      43.9700
 952  949  940       6799.25      6796.94      6785.77  -3.97973E-02 -2.92922E-01  1.79483E+00        0.0983       0.3108       1.3579       2.4821      27.2500      43.9700
 952  955  940       6799.25      6802.44      6785.77  -3.95597E-02  2.35147E-01  6.12001E-01        0.0971       0.3272       2.0573       3.7766      27.2500      43.9700
 952  958  940       6799.25      6806.33      6785.77  -4.25886E-02 -3.51393E-01  2.09226E+00        0.0977       0.3193       1.7134       2.6823      27.2500      43.9700
 952  961  940       6799.25      6808.58      6785.77  -4.16236E-02  1.56833E-01  9.95196E-01        0.0906       0.4152       1.1943       3.8953      27.2500      43.9700
 952  964  939       6799.25      6812.99      6785.38  -3.62216E-02 -5.00514E-01  1.56416E+00        0.0969       0.3327       1.1691       1.6233      20.7600      37.4500
 952  966  939       6799.25      6813.67      6785.38  -3.46365E-02 -3.11556E-01  1.29846E+00        0.0980       0.3156       1.1054       1.8828      20.7600      37.4500
 952  966  940       6799.25      6813.67      6785.77  -3.56057E-02 -4.49900E-01  1.73058E+00        0.0963       0.3374       1.1054       1.8828      27.2500      43.9700
 952  967  939       6799.25      6813.94      6785.38  -4.01958E-02 -5.74233E-01  1.93618E+00        0.0986       0.3082       1.4606       1.9188      20.7600      37.4500
 953  939  940       6799.71      6785.38      6785.77  -3.32971E-02  3.62621E-01  4.38389E-01        0.0873       0.4578       1.0636       2.3155      27.2500      43.9700
 953  939  944       6799.71      6785.38      6790.05  -3.50708E-02  3.25835E-01  5.76318E-01        0.0937       0.3729       1.0636       2.3155      24.1400      41.1200
 953  941  940       6799.71      6786.50      6785.77  -3.49412E-02  4.16401E-01  5.71401E-01        0.0957       0.3475       0.8126       1.6762      27.2500      43.9700
 953  944  939       6799.71      6790.05      6785.38  -3.49668E-02  3.72981E-01  3.89129E-01        0.0956       0.3500       0.9111       1.6769      20.7600      37.4500
 953  944  940       6799.71      6790.05      6785.77  -3.73664E-02  5.68709E-01  4.24744E-01        0.0927       0.3893       0.9111       1.6769      27.2500      43.9700
 953  959  939       6799.71      6806.75      6785.38  -3.62927E-02  4.38770E-01  5.39493E-01        0.0999       0.2907       0.6160       1.1702      20.7600      37.4500
 953  961  940       6799.71      6808.58      6785.77  -4.12874E-02  3.25185E-01  9.42858E-01        0.0879       0.4505       0.6630       2.2340      27.2500      43.9700
 954  964  948       6801.89      6812.99      6796.63  -1.56713E-02 -9.09277E-01  2.39906E+00        0.0995       0.2944       1.1014       1.6934      63.9800     101.9400
 954  965  944       6801.89      6813.40      6790.05  -3.72408E-02 -5.92016E-01  2.01549E+00        0.0999       0.2863       1.2135       1.6879      24.1400      41.1200
 956  951  969       6803.41      6798.21      6815.41  -1.38466E-02  1.27996E+00  2.60835E-01        0.0998       0.2881       0.6660       0.9668      89.0400     119.7300
 960  964  969       6807.02      6812.99      6815.41  -1.81776E-02 -7.74974E-01  2.51123E+00        0.0969       0.3321       0.7590       1.3022      89.0400     119.7300
 961  971  948       6808.58      6818.58      6796.63  -1.68978E-02 -6.39299E-01  1.88117E+00        0.0998       0.2856       0.4800       1.4433      63.9800     101.9400
 962  951  969       6809.67      6798.21      6815.41  -1.39778E-02  9.88210E-01  3.06054E-01        0.0973       0.3251       0.8268       1.2475      89.0400     119.7300
 962  969  951       6809.67      6815.41      6798.21  -1.65106E-02  1.75010E+00 -1.79773E-01        0.0986       0.3082       0.5295       0.8503      48.3000      81.5600
 964  951  969       6812.99      6798.21      6815.41  -1.73930E-02  9.11138E-01  8.97782E-01        0.0973       0.3268       0.6674       1.0293      89.0400     119.7300
 964  970  969       6812.99      6816.69      6815.41  -1.86336E-02  1.40165E+00  8.88509E-01        0.0974       0.3230       0.5132       0.8128      89.0400     119.7300
 964  978  969       6812.99      6824.89      6815.41  -1.78425E-02  2.64895E-01  1.38837E+00        0.0964       0.3382       0.6260       2.3774      89.0400     119.7300
 965  978  969       6813.40      6824.89      6815.41  -1.71137E-02  3.08867E-01  1.29560E+00        0.0983       0.3130       0.6045       2.1204      89.0400     119.7300
 970  964  969       6816.69      6812.99      6815.41  -1.86675E-02 -5.78982E-01  2.70396E+00        0.0937       0.3740       1.2304       1.9487      89.0400     119.7300
 971  978  969       6818.58      6824.89      6815.41  -1.68904E-02  3.86196E-01  1.22169E+00        0.0920       0.3972       0.5268       1.6399      89.0400     119.7300
 976  978  969       6822.81      6824.89      6815.41  -1.68141E-02  2.30396E-01  1.26387E+00        0.0986       0.3069       0.9018       2.8391      89.0400     119.7300
 978  964  969       6824.89      6812.99      6815.41  -1.83611E-02 -4.03367E-01  2.12163E+00        0.0941       0.3697       0.4206       1.5974      89.0400     119.7300
 978  965  969       6824.89      6813.40      6815.41  -1.74778E-02 -4.01206E-01  2.06128E+00        0.0973       0.3272       0.4716       1.6544      89.0400     119.7300
 978  971  969       6824.89      6818.58      6815.41  -1.75604E-02 -3.58618E-01  2.05820E+00        0.0954       0.3521       0.6098       1.8981      89.0400     119.7300
 978  976  969       6824.89      6822.81      6815.41  -1.73579E-02 -5.82919E-01  2.07677E+00        0.0955       0.3511       0.3522       1.1090      89.0400     119.7300
 978  984  969       6824.89      6828.33      6815.41  -1.73802E-02 -3.79675E-01  2.06155E+00        0.0996       0.2943       0.5035       1.7960      89.0400     119.7300
 978  987  969       6824.89      6829.90      6815.41  -1.63563E-02 -7.10626E-01  2.15182E+00        0.0945       0.3642       0.4641       1.0858      89.0400     119.7300
 978  988  969       6824.89      6830.21      6815.41  -1.83517E-02 -3.92642E-01  2.16604E+00        0.0955       0.3504       0.4258       1.5813      89.0400     119.7300
 978  992  969       6824.89      6831.59      6815.41  -1.64265E-02 -4.93201E-01  1.92863E+00        0.0962       0.3416       0.3343       1.2139      89.0400     119.7300
 978  993  969       6824.89      6832.90      6815.41  -1.73771E-02 -5.20253E-01  2.15240E+00        0.0952       0.3554       0.4439       1.2280      89.0400     119.7300
 978  994  969       6824.89      6834.07      6815.41  -1.67983E-02 -8.28465E-01  2.11090E+00        0.0999       0.2897       0.3385       0.8449      89.0400     119.7300
 978  998  969       6824.89      6835.66      6815.41  -1.56828E-02 -3.60315E-01  1.87131E+00        0.0992       0.3006       0.4930       1.6192      89.0400     119.7300
 978 1003  969       6824.89      6838.82      6815.41  -1.63193E-02 -5.25204E-01  2.02727E+00        0.0976       0.3225       0.4560       1.3126      89.0400     119.7300
 978 1004  969       6824.89      6839.12      6815.41  -1.65909E-02 -1.06537E+00  2.11275E+00        0.0977       0.3213       0.2668       0.7143      89.0400     119.7300
 978 1004  980       6824.89      6839.12      6826.06  -2.30993E-02 -1.48643E+00  1.72226E+00        0.0996       0.2933       0.2668       0.7143      38.0200      61.2300
1011 1009 1035       6843.04      6841.62      6857.84  -1.78589E-02  6.16589E-01  7.90955E-01        0.0962       0.3391       1.1468       2.0574      89.2300     118.0300
1021 1009 1035       6849.04      6841.62      6857.84  -1.99688E-02  3.75778E-01  1.49462E+00        0.0995       0.2929       0.6080       2.0141      89.2300     118.0300
1021 1010 1027       6849.04      6842.17      6853.70  -2.12777E-02  8.50747E-01  6.11502E-01        0.0991       0.2984       0.5283       1.0419      54.4300      77.5800
1021 1022 1027       6849.04      6850.00      6853.70  -2.44580E-02  7.35106E-01  6.65311E-01        0.0970       0.3283       0.7189       1.4309      54.4300      77.5800
1021 1030 1035       6849.04      6856.19      6857.84  -2.13483E-02  7.45313E-01  1.43541E+00        0.0997       0.2930       0.5502       1.2641      89.2300     118.0300
1021 1047 1035       6849.04      6863.28      6857.84  -1.95191E-02  6.26130E-01  1.32298E+00        0.0990       0.2990       0.5555       1.3935      89.2300     118.0300
1022 1021 1027       6850.00      6849.04      6853.70  -2.33759E-02 -7.18471E-01  2.07409E+00        0.0999       0.2862       0.6989       1.3910      54.4300      77.5800
1022 1040 1035       6850.00      6860.37      6857.84  -1.74247E-02 -9.57334E-01  2.48208E+00        0.0996       0.2941       0.5966       1.2130      89.2300     118.0300
1030 1021 1035       6856.19      6849.04      6857.84  -2.01792E-02 -4.71131E-01  2.53267E+00        0.0990       0.3025       0.7911       1.8174      89.2300     118.0300
1030 1040 1035       6856.19      6860.37      6857.84  -1.87737E-02 -5.71467E-01  2.41921E+00        0.0983       0.3134       0.7096       1.5503      89.2300     118.0300
1036 1021 1035       6858.50      6849.04      6857.84  -1.78434E-02 -7.08080E-01  2.22106E+00        0.0997       0.2912       0.2955       1.1519      89.2300     118.0300
1040 1022 1035       6860.37      6850.00      6857.84  -1.76813E-02  7.23587E-01  8.23628E-01        0.0962       0.3411       0.8244       1.6761      89.2300     118.0300
1040 1030 1035       6860.37      6856.19      6857.84  -1.96621E-02  6.69595E-01  1.24541E+00        0.0967       0.3342       0.6450       1.4093      89.2300     118.0300
1040 1038 1035       6860.37      6859.36      6857.84  -2.07125E-02  8.23336E-01  1.24625E+00        0.0969       0.3321       0.5216       1.3233      89.2300     118.0300
1047 1021 1035       6863.28      6849.04      6857.84  -1.89892E-02 -4.74577E-01  2.39007E+00        0.0965       0.3359       0.7176       1.8002      89.2300     118.0300
1050 1044 1027       6864.13      6862.28      6853.70  -2.46864E-02  1.04702E+00  8.38887E-01        0.0987       0.3053       0.3658       0.8073      54.4300      77.5800
