# line_id  wave		width
l3226      6417.00         0.39
l3227      6417.33         0.28
l3228      6418.03         0.18
l3229      6418.16         0.09
l3230      6418.25         0.10
l3231      6418.42         0.23
l3232      6418.65         0.25
l3233      6418.88         0.20
l3234      6419.10         0.24
l3235      6419.29         0.13
l3236      6419.50         0.31
l3237      6419.83         0.33
l3238      6420.12         0.24
l3239      6421.31         0.50
l3240      6421.66         0.20
l3241      6421.82         0.12
l3242      6422.13         0.18
l3243      6422.31         0.17
l3244      6422.53         0.28
l3245      6422.77         0.20
l3246      6423.14         0.54
l3247      6423.62         0.21
l3248      6423.81         0.17
l3249      6423.99         0.20
l3250      6424.17         0.15
l3251      6424.77         0.26
l3252      6424.87         0.45
l3253      6425.31         0.18
l3254      6425.50         0.19
l3255      6425.67         0.17
l3256      6425.90         0.28
l3257      6426.39         0.16
l3258      6426.87         0.21
l3259      6427.10         0.26
l3260      6427.33         0.20
l3261      6427.67         0.37
l3262      6427.96         0.23
l3263      6428.17         0.17
l3264      6428.37         0.24
l3265      6428.59         0.20
l3266      6428.87         0.16
l3267      6429.12         0.33
l3268      6429.50         0.39
l3269      6429.83         0.31
l3270      6430.13         0.28
l3271      6430.45         0.18
l3272      6430.81         0.54
l3273      6431.17         0.18
l3274      6431.37         0.21
l3275      6431.62         0.17
l3276      6431.77         0.14
l3277      6432.01         0.34
l3278      6432.48         0.37
l3279      6432.79         0.27
l3280      6433.16         0.26
l3281      6433.42         0.25
l3282      6433.73         0.37
l3283      6433.99         0.16
l3284      6434.45         0.15
l3285      6434.58         0.12
l3286      6434.73         0.17
l3287      6435.00         0.38
l3288      6435.69         0.20
l3289      6435.90         0.22
l3290      6436.14         0.26
l3291      6436.40         0.26
l3292      6436.64         0.22
l3293      6436.85         0.21
l3294      6437.20         0.47
l3295      6437.65         0.30
l3296      6442.33         0.24
l3297      6442.54         0.19
l3298      6442.71         0.14
l3299      6442.84         0.13
l3300      6443.16         0.31
l3301      6443.46         0.29
l3302      6443.67         0.14
l3303      6443.91         0.27
l3304      6444.27         0.47
l3305      6444.67         0.15
l3306      6446.14         0.23
l3307      6446.35         0.18
l3308      6446.60         0.33
l3309      6446.85         0.16
l3310      6447.02         0.18
l3311      6448.11         0.30
l3312      6448.54         0.25
l3313      6449.00         0.30
l3314      6449.83         0.51
l3315      6450.30         0.45
l3316      6450.79         0.36
l3317      6451.68         0.34
l3318      6451.96         0.21
l3319      6452.29         0.45
l3320      6452.67         0.32
l3321      6452.92         0.18
l3322      6453.21         0.40
l3323      6453.62         0.42
l3324      6454.08         0.18
l3325      6454.27         0.21
l3326      6454.46         0.17
l3327      6454.71         0.33
l3328      6455.59         0.58
l3329      6455.96         0.17
l3330      6456.23         0.24
l3331      6456.42         0.14
l3332      6456.77         0.12
l3333      6457.10         0.25
l3334      6457.68         0.22
l3335      6458.15         0.14
l3336      6458.34         0.24
l3337      6458.58         0.25
l3338      6459.40         0.20
l3339      6459.73         0.25
l3340      6460.12         0.18
l3341      6460.51         0.30
l3342      6460.88         0.44
l3343      6461.25         0.31
l3344      6464.08         0.39
l3345      6464.40         0.24
l3346      6464.74         0.44
l3347      6465.12         0.30
l3348      6465.34         0.15
l3349      6465.67         0.50
l3350      6466.31         0.51
l3351      6466.64         0.14
l3352      6466.80         0.18
l3353      6466.99         0.20
l3354      6467.46         0.35
l3355      6467.83         0.31
l3356      6468.11         0.23
l3357      6468.46         0.31
l3358      6468.87         0.12
l3359      6469.21         0.48
l3360      6469.56         0.24
l3361      6469.75         0.16
l3362      6470.54         0.31
l3363      6470.81         0.22
l3364      6472.35         0.25
l3365      6472.58         0.23
l3366      6472.86         0.32
l3367      6473.25         0.24
l3368      6473.71         0.69
l3369      6474.32         0.52
l3370      6475.08         0.23
l3371      6475.59         0.34
l3372      6476.24         0.58
l3373      6476.90         0.29
l3374      6477.15         0.22
l3375      6477.65         0.41
l3376      6478.02         0.34
l3377      6478.27         0.17
l3378      6478.51         0.30
l3379      6478.71         0.12
l3380      6478.92         0.29
l3381      6479.27         0.29
l3382      6479.63         0.21
l3383      6480.59         0.26
l3384      6480.97         0.27
l3385      6481.77         0.47
l3386      6482.37         0.16
l3387      6482.54         0.19
l3388      6482.81         0.33
l3389      6483.03         0.12
l3390      6483.23         0.25
l3391      6483.51         0.31
l3392      6483.83         0.32
l3393      6484.05         0.11
l3394      6484.16         0.10
l3395      6485.15         0.36
l3396      6485.47         0.28
l3397      6485.71         0.19
l3398      6485.92         0.24
l3399      6486.15         0.21
l3400      6486.47         0.34
l3401      6486.74         0.20
l3402      6486.91         0.13
l3403      6487.12         0.29
l3404      6487.51         0.30
l3405      6487.87         0.41
l3406      6488.47         0.28
l3407      6488.73         0.24
l3408      6488.96         0.21
l3409      6489.15         0.17
l3410      6489.45         0.44
l3411      6489.79         0.23
l3412      6490.56         0.20
l3413      6490.74         0.15
l3414      6491.00         0.37
l3415      6491.35         0.35
l3416      6494.92         0.56
l3417      6495.37         0.34
l3418      6495.71         0.35
l3419      6496.17         0.25
l3420      6496.41         0.24
l3421      6496.64         0.23
l3422      6496.92         0.33
l3423      6497.60         0.49
l3424      6498.40         0.49
l3425      6498.88         0.49
l3426      6499.53         0.80
l3427      6500.41         0.42
l3428      6500.87         0.30
l3429      6501.27         0.50
l3430      6501.61         0.18
l3431      6501.78         0.15
l3432      6501.91         0.12
l3433      6502.15         0.35
l3434      6502.48         0.32
l3435      6502.74         0.20
l3436      6503.19         0.17
l3437      6503.35         0.17
l3438      6503.54         0.21
l3439      6503.71         0.11
l3440      6503.96         0.23
l3441      6504.19         0.24
l3442      6504.41         0.20
l3443      6504.59         0.16
l3444      6505.00         0.21
l3445      6505.17         0.12
l3446      6505.44         0.41
l3447      6505.76         0.24
l3448      6506.49         0.22
l3449      6506.85         0.22
l3450      6507.04         0.15
l3451      6507.17         0.12
l3452      6507.29         0.13
l3453      6507.45         0.18
l3454      6507.62         0.15
l3455      6507.75         0.11
l3456      6508.05         0.50
l3457      6508.40         0.19
l3458      6508.54         0.11
l3459      6508.90         0.60
l3460      6509.31         0.25
l3461      6509.51         0.15
l3462      6509.66         0.13
l3463      6509.87         0.31
l3464      6510.10         0.17
l3465      6510.50         0.40
l3466      6510.78         0.15
l3467      6510.96         0.22
l3468      6511.23         0.32
l3469      6511.81         0.29
l3470      6512.02         0.13
l3471      6512.16         0.13
l3472      6512.44         0.43
l3473      6512.88         0.29
l3474      6513.20         0.26
l3475      6513.41         0.15
l3476      6513.54         0.12
l3477      6513.66         0.12
l3478      6513.83         0.21
l3479      6514.08         0.25
l3480      6514.42         0.21
l3481      6514.71         0.27
l3482      6515.28         0.32
l3483      6515.84         0.16
l3484      6516.26         0.44
l3485      6516.71         0.12
l3486      6516.91         0.28
l3487      6517.12         0.14
l3488      6517.34         0.31
l3489      6517.73         0.45
l3490      6518.29         0.39
l3491      6518.63         0.28
l3492      6518.88         0.23
l3493      6519.14         0.28
l3494      6519.96         0.15
l3495      6520.18         0.31
l3496      6520.41         0.13
l3497      6520.59         0.24
l3498      6520.75         0.09
l3499      6521.13         0.37
l3500      6521.44         0.21
l3501      6521.63         0.15
l3502      6521.88         0.39
l3503      6522.17         0.18
l3504      6522.42         0.26
l3505      6522.71         0.32
l3506      6523.06         0.37
l3507      6523.54         0.33
l3508      6523.77         0.13
l3509      6524.01         0.34
l3510      6524.36         0.38
l3511      6524.72         0.22
l3512      6525.01         0.19
l3513      6525.29         0.37
l3514      6525.75         0.38
l3515      6526.02         0.16
l3516      6526.29         0.30
l3517      6526.63         0.27
l3518      6526.94         0.33
l3519      6527.33         0.31
l3520      6527.63         0.28
l3521      6527.91         0.27
l3522      6528.21         0.14
l3523      6528.57         0.28
l3524      6529.18         0.19
l3525      6529.56         0.28
l3526      6529.82         0.23
l3527      6530.06         0.25
l3528      6530.34         0.30
l3529      6530.58         0.17
l3530      6530.99         0.31
l3531      6531.21         0.14
l3532      6531.45         0.34
l3533      6531.81         0.37
l3534      6532.16         0.33
l3535      6532.42         0.21
l3536      6532.67         0.23
l3537      6532.94         0.33
l3538      6533.30         0.38
l3539      6533.66         0.22
l3540      6533.99         0.43
l3541      6534.52         0.41
l3542      6534.94         0.17
l3543      6535.21         0.11
l3544      6535.66         0.39
l3545      6535.97         0.24
l3546      6536.19         0.20
l3547      6536.55         0.52
l3548      6537.11         0.32
l3549      6537.64         0.22
l3550      6537.92         0.35
l3551      6538.20         0.20
l3552      6538.46         0.32
l3553      6538.74         0.24
l3554      6538.98         0.24
l3555      6539.37         0.42
l3556      6539.66         0.16
l3557      6539.93         0.40
l3558      6541.17         0.27
l3559      6541.48         0.36
l3560      6541.74         0.16
l3561      6541.93         0.23
l3562      6542.76         0.19
l3563      6543.06         0.40
l3564      6543.50         0.43
l3565      6543.82         0.19
l3566      6544.17         0.57
l3567      6544.54         0.17
l3568      6544.72         0.18
l3569      6544.93         0.14
l3570      6545.14         0.28
l3571      6545.37         0.18
l3572      6545.77         0.20
l3573      6546.24         0.73
l3574      6546.83         0.37
l3575      6547.19         0.36
l3576      6548.20         0.10
l3577      6548.30         0.11
l3578      6548.44         0.17
l3579      6548.60         0.15
l3580      6548.74         0.11
l3581      6548.90         0.22
l3582      6550.03         0.22
l3583      6550.25         0.22
l3584      6550.60         0.48
l3585      6551.07         0.46
l3586      6551.68         0.50
l3587      6552.09         0.33
l3588      6552.36         0.20
l3589      6553.74         0.31
l3590      6554.16         0.54
l3591      6554.56         0.25
l3592      6555.38         0.32
l3593      6556.02         0.49
l3594      6557.25         0.11
l3595      6557.89         0.44
l3596      6558.65         0.29
l3597      6558.89         0.20
l3598      6559.34         0.27
l3599      6559.57         0.18
l3600      6559.73         0.13
l3601      6560.23         0.25
l3602      6560.50         0.30
l3603      6561.06         0.28
l3604      6561.45         0.28
l3605      6561.94         0.43
l3606      6563.79         0.27
l3607      6564.04         0.23
l3608      6564.85         0.36
l3609      6567.21         0.31
l3610      6567.95         0.40
l3611      6568.61         0.18
l3612      6568.80         0.20
l3613      6569.16         0.51
l3614      6569.59         0.37
l3615      6571.30         0.59
l3616      6572.74         1.20
l3617      6573.54         0.15
l3618      6573.79         0.34
l3619      6574.22         0.52
l3620      6574.58         0.20
l3621      6575.07         0.82
l3622      6575.73         0.25
l3623      6576.01         0.18
l3624      6578.44         0.21
l3625      6578.68         0.26
l3626      6578.92         0.24
l3627      6579.14         0.20
l3628      6579.35         0.21
l3629      6579.65         0.39
l3630      6581.06         0.62
l3631      6581.50         0.26
l3632      6581.79         0.32
l3633      6582.53         0.39
l3634      6582.84         0.24
l3635      6583.13         0.35
l3636      6583.98         0.51
l3637      6584.39         0.32
l3638      6584.73         0.36
l3639      6585.06         0.28
l3640      6585.43         0.46
l3641      6585.79         0.17
l3642      6585.98         0.21
l3643      6586.27         0.36
l3644      6586.59         0.28
l3645      6586.99         0.16
l3646      6587.22         0.30
l3647      6587.48         0.21
l3648      6587.71         0.25
l3649      6587.90         0.14
l3650      6588.19         0.13
l3651      6588.71         0.49
l3652      6589.05         0.18
l3653      6589.34         0.41
l3654      6590.51         0.27
l3655      6590.76         0.22
l3656      6591.24         0.19
l3657      6591.40         0.13
l3658      6591.57         0.22
l3659      6591.90         0.36
l3660      6592.47         0.28
l3661      6592.97         0.42
l3662      6594.56         0.32
l3663      6595.33         0.13
l3664      6595.49         0.20
l3665      6595.71         0.24
l3666      6596.04         0.25
l3667      6596.65         0.35
l3668      6596.92         0.19
l3669      6597.87         0.21
l3670      6598.12         0.17
l3671      6598.31         0.22
l3672      6599.06         0.30
l3673      6599.36         0.30
l3674      6600.43         0.20
l3675      6600.69         0.32
l3676      6601.04         0.38
l3677      6601.44         0.36
l3678      6601.90         0.15
l3679      6602.13         0.18
l3680      6602.42         0.39
l3681      6602.79         0.29
l3682      6603.02         0.17
l3683      6603.23         0.26
l3684      6603.45         0.18
l3685      6603.71         0.35
l3686      6604.00         0.22
l3687      6604.25         0.27
l3688      6604.44         0.12
l3689      6604.65         0.29
l3690      6605.40         0.43
l3691      6606.02         0.54
l3692      6606.48         0.38
l3693      6607.12         0.20
l3694      6607.30         0.08
l3695      6607.44         0.09
l3696      6607.87         0.52
l3697      6608.34         0.15
l3698      6608.54         0.24
l3699      6608.79         0.25
l3700      6609.18         0.54
l3701      6609.60         0.30
l3702      6610.33         0.39
l3703      6610.63         0.23
l3704      6610.83         0.17
l3705      6611.13         0.28
l3706      6611.44         0.33
l3707      6612.04         0.41
l3708      6612.42         0.09
l3709      6612.60         0.18
l3710      6612.95         0.52
l3711      6613.43         0.44
l3712      6613.80         0.19
l3713      6613.97         0.15
l3714      6614.30         0.50
l3715      6615.30         0.47
l3716      6615.71         0.23
l3717      6615.91         0.17
l3718      6616.12         0.25
l3719      6616.46         0.44
l3720      6616.77         0.18
l3721      6617.00         0.27
l3722      6617.25         0.25
l3723      6617.48         0.21
l3724      6617.97         0.52
l3725      6618.40         0.15
l3726      6618.56         0.17
l3727      6618.84         0.14
l3728      6619.12         0.22
l3729      6619.31         0.17
l3730      6619.52         0.24
l3731      6619.78         0.28
l3732      6620.15         0.35
l3733      6620.40         0.16
l3734      6620.55         0.14
l3735      6620.74         0.24
l3736      6621.13         0.36
l3737      6621.69         0.40
l3738      6622.35         0.16
l3739      6623.08         0.19
l3740      6623.25         0.14
l3741      6623.50         0.37
l3742      6623.83         0.27
l3743      6624.08         0.25
l3744      6624.42         0.41
l3745      6624.92         0.60
l3746      6625.31         0.18
l3747      6625.51         0.23
l3748      6626.42         0.14
l3749      6626.58         0.19
l3750      6627.02         0.26
l3751      6627.29         0.27
l3752      6627.68         0.38
l3753      6628.72         0.34
l3754      6628.99         0.19
l3755      6629.16         0.16
l3756      6629.42         0.36
l3757      6629.67         0.19
l3758      6629.99         0.44
l3759      6630.42         0.41
l3760      6630.80         0.36
l3761      6631.15         0.33
l3762      6632.35         0.25
l3763      6633.00         0.13
l3764      6633.29         0.46
l3765      6633.58         0.12
l3766      6633.77         0.25
l3767      6634.13         0.32
l3768      6634.43         0.28
l3769      6635.23         0.41
l3770      6636.07         0.26
l3771      6636.29         0.18
l3772      6636.47         0.18
l3773      6636.62         0.12
l3774      6637.21         0.27
l3775      6637.82         0.38
l3776      6638.14         0.26
l3777      6638.34         0.14
l3778      6638.75         0.31
l3779      6639.08         0.21
l3780      6639.28         0.20
l3781      6641.63         0.60
l3782      6642.86         0.27
l3783      6643.14         0.22
l3784      6643.63         0.57
l3785      6644.67         0.33
l3786      6645.08         0.21
l3787      6645.39         0.27
l3788      6645.73         0.34
l3789      6646.14         0.40
l3790      6646.89         0.27
l3791      6648.04         0.42
l3792      6648.40         0.29
l3793      6648.67         0.27
l3794      6648.87         0.11
l3795      6649.48         0.55
l3796      6650.72         0.30
l3797      6651.89         0.20
l3798      6652.11         0.24
l3799      6652.36         0.26
l3800      6652.66         0.34
l3801      6652.97         0.28
l3802      6653.25         0.28
l3803      6653.61         0.23
l3804      6653.92         0.39
l3805      6654.18         0.15
l3806      6654.32         0.12
l3807      6654.50         0.24
l3808      6654.73         0.21
l3809      6655.31         0.45
l3810      6655.79         0.50
l3811      6656.19         0.29
l3812      6656.51         0.36
l3813      6656.78         0.18
l3814      6657.06         0.38
l3815      6657.33         0.17
l3816      6658.17         0.11
l3817      6658.38         0.30
l3818      6658.63         0.15
l3819      6659.40         0.22
l3820      6659.65         0.28
l3821      6659.96         0.17
l3822      6660.12         0.15
l3823      6660.45         0.31
l3824      6660.67         0.16
l3825      6661.14         0.36
l3826      6661.69         0.32
l3827      6661.95         0.19
l3828      6662.38         0.22
l3829      6662.83         0.25
l3830      6663.12         0.16
l3831      6663.40         0.26
l3832      6663.62         0.18
l3833      6663.84         0.16
l3834      6663.97         0.11
l3835      6664.27         0.26
l3836      6664.63         0.47
l3837      6665.33         0.53
l3838      6665.70         0.19
l3839      6665.92         0.17
l3840      6666.20         0.20
l3841      6666.46         0.27
l3842      6666.68         0.19
l3843      6667.07         0.31
l3844      6667.40         0.35
l3845      6667.71         0.27
l3846      6668.01         0.39
l3847      6668.35         0.28
l3848      6668.81         0.63
l3849      6669.44         0.21
l3850      6669.69         0.29
l3851      6670.41         0.40
l3852      6670.74         0.26
l3853      6671.21         0.38
l3854      6671.61         0.42
l3855      6672.24         0.28
l3856      6672.65         0.32
l3857      6672.93         0.24
l3858      6673.18         0.27
l3859      6673.49         0.34
l3860      6673.90         0.48
l3861      6674.25         0.22
l3862      6674.44         0.16
l3863      6674.60         0.17
l3864      6674.95         0.35
l3865      6675.28         0.32
l3866      6675.50         0.13
l3867      6675.72         0.30
l3868      6676.00         0.25
l3869      6676.31         0.22
l3870      6676.53         0.22
l3871      6676.75         0.23
l3872      6677.06         0.37
l3873      6677.43         0.36
l3874      6677.98         0.45
l3875      6678.32         0.23
l3876      6678.56         0.25
l3877      6678.93         0.42
l3878      6679.54         0.35
l3879      6680.19         0.25
l3880      6681.25         0.20
l3881      6681.65         0.17
l3882      6681.83         0.20
l3883      6682.07         0.27
l3884      6682.63         0.11
l3885      6682.75         0.13
l3886      6682.92         0.22
l3887      6683.14         0.22
l3888      6683.43         0.36
l3889      6684.01         0.19
l3890      6684.30         0.19
l3891      6684.74         0.34
l3892      6685.78         0.28
l3893      6686.06         0.29
l3894      6687.18         0.26
l3895      6687.52         0.38
l3896      6688.01         0.43
l3897      6688.45         0.34
l3898      6688.79         0.35
l3899      6690.29         0.24
l3900      6690.54         0.26
l3901      6690.77         0.20
l3902      6691.09         0.44
l3903      6691.63         0.64
l3904      6692.13         0.37
l3905      6692.40         0.16
l3906      6692.59         0.22
l3907      6692.82         0.24
l3908      6693.05         0.22
l3909      6693.41         0.49
l3910      6693.78         0.26
l3911      6694.34         0.54
l3912      6694.81         0.32
l3913      6695.06         0.21
l3914      6695.25         0.21
l3915      6695.65         0.21
l3916      6696.08         0.33
l3917      6696.50         0.24
l3918      6696.71         0.18
l3919      6696.90         0.21
l3920      6697.12         0.21
l3921      6697.46         0.25
l3922      6697.92         0.54
l3923      6699.14         0.32
l3924      6699.40         0.15
l3925      6699.67         0.40
l3926      6700.96         0.28
l3927      6701.87         0.25
l3928      6702.41         0.27
l3929      6702.67         0.27
l3930      6703.04         0.32
l3931      6703.28         0.16
l3932      6703.50         0.28
l3933      6703.73         0.17
l3934      6703.88         0.13
l3935      6704.32         0.23
l3936      6704.53         0.20
l3937      6704.87         0.28
l3938      6705.15         0.28
l3939      6705.57         0.40
l3940      6705.86         0.18
l3941      6706.02         0.13
l3942      6706.29         0.41
l3943      6706.67         0.36
l3944      6707.15         0.33
l3945      6707.48         0.33
l3946      6707.86         0.44
l3947      6708.15         0.14
l3948      6708.37         0.30
l3949      6708.67         0.29
l3950      6708.88         0.15
l3951      6709.08         0.25
l3952      6709.29         0.17
l3953      6709.50         0.24
l3954      6709.69         0.17
l3955      6709.96         0.32
l3956      6710.31         0.37
l3957      6710.81         0.25
l3958      6711.00         0.13
l3959      6711.21         0.29
l3960      6711.48         0.25
l3961      6711.73         0.25
l3962      6712.11         0.23
l3963      6712.34         0.24
l3964      6712.83         0.29
l3965      6713.20         0.19
l3966      6713.34         0.10
l3967      6714.92         0.18
l3968      6715.37         0.43
l3969      6715.70         0.23
l3970      6715.98         0.34
l3971      6716.33         0.23
l3972      6720.20         0.40
l3973      6720.50         0.19
l3974      6720.64         0.10
l3975      6720.79         0.21
l3976      6720.99         0.18
l3977      6721.72         0.16
l3978      6722.01         0.42
l3979      6722.31         0.17
l3980      6722.52         0.26
l3981      6722.78         0.26
l3982      6723.08         0.35
l3983      6723.51         0.51
l3984      6723.92         0.31
l3985      6724.13         0.13
l3986      6724.27         0.13
l3987      6724.40         0.14
l3988      6724.60         0.26
l3989      6724.88         0.17
l3990      6725.00         0.12
l3991      6725.16         0.19
l3992      6725.33         0.16
l3993      6725.60         0.38
l3994      6725.87         0.15
l3995      6726.02         0.17
l3996      6726.19         0.17
l3997      6726.40         0.25
l3998      6727.01         0.26
l3999      6727.33         0.39
l4000      6727.68         0.30
l4001      6727.95         0.24
l4002      6728.19         0.24
l4003      6728.38         0.13
l4004      6728.51         0.15
l4005      6728.71         0.23
l4006      6729.00         0.37
l4007      6729.30         0.23
l4008      6729.58         0.33
l4009      6729.89         0.34
l4010      6730.13         0.14
l4011      6730.34         0.28
l4012      6730.60         0.24
l4013      6730.83         0.16
l4014      6731.00         0.19
l4015      6731.18         0.16
l4016      6731.30         0.09
l4017      6731.44         0.18
l4018      6731.96         0.17
l4019      6732.10         0.11
l4020      6732.25         0.19
l4021      6732.54         0.38
l4022      6732.87         0.27
l4023      6733.16         0.31
l4024      6733.45         0.27
l4025      6733.67         0.19
l4026      6733.89         0.14
l4027      6734.06         0.20
l4028      6734.24         0.16
l4029      6734.48         0.32
l4030      6734.73         0.17
l4031      6734.90         0.22
l4032      6735.16         0.30
l4033      6735.36         0.10
l4034      6735.57         0.32
l4035      6735.83         0.21
l4036      6736.01         0.14
l4037      6736.17         0.19
l4038      6736.32         0.10
l4039      6736.50         0.27
l4040      6736.83         0.15
l4041      6737.10         0.38
l4042      6737.45         0.32
l4043      6737.80         0.23
l4044      6738.02         0.21
l4045      6738.28         0.18
l4046      6738.54         0.33
l4047      6738.85         0.31
l4048      6739.08         0.15
l4049      6739.25         0.18
l4050      6739.46         0.24
l4051      6739.69         0.22
l4052      6739.92         0.24
l4053      6740.12         0.16
l4054      6740.31         0.21
l4055      6740.62         0.42
l4056      6740.96         0.26
l4057      6741.16         0.14
l4058      6741.30         0.15
l4059      6741.46         0.16
l4060      6741.61         0.14
l4061      6741.76         0.19
l4062      6741.93         0.14
l4063      6742.09         0.19
l4064      6742.29         0.19
l4065      6742.58         0.19
l4066      6742.87         0.26
l4067      6743.60         0.15
l4068      6743.98         0.29
l4069      6744.22         0.19
l4070      6744.45         0.26
l4071      6744.68         0.20
l4072      6745.13         0.45
l4073      6745.54         0.38
l4074      6745.95         0.35
l4075      6746.40         0.42
l4076      6746.81         0.41
l4077      6747.16         0.27
l4078      6747.37         0.15
l4079      6747.66         0.44
l4080      6748.04         0.30
l4081      6748.29         0.21
l4082      6748.48         0.16
l4083      6748.73         0.33
l4084      6749.05         0.32
l4085      6749.34         0.26
l4086      6749.54         0.15
l4087      6749.75         0.27
l4088      6750.11         0.42
l4089      6750.42         0.21
l4090      6750.76         0.35
l4091      6751.22         0.28
l4092      6751.42         0.11
l4093      6751.56         0.17
l4094      6751.78         0.28
l4095      6752.01         0.18
l4096      6752.21         0.23
l4097      6752.71         0.33
l4098      6753.06         0.37
l4099      6753.39         0.30
l4100      6753.67         0.27
l4101      6754.05         0.34
l4102      6754.32         0.19
l4103      6754.55         0.28
l4104      6755.33         0.27
l4105      6755.63         0.23
l4106      6755.83         0.16
l4107      6756.03         0.23
l4108      6756.23         0.17
l4109      6756.38         0.15
l4110      6756.60         0.28
l4111      6756.90         0.32
l4112      6757.20         0.27
l4113      6757.59         0.53
l4114      6758.06         0.41
l4115      6758.41         0.27
l4116      6758.73         0.17
l4117      6759.00         0.19
l4118      6759.17         0.15
l4119      6759.46         0.41
l4120      6760.18         0.24
l4121      6760.41         0.22
l4122      6760.64         0.24
l4123      6760.83         0.14
l4124      6760.98         0.16
l4125      6761.16         0.19
l4126      6761.35         0.21
l4127      6761.56         0.21
l4128      6762.22         0.46
l4129      6762.71         0.28
l4130      6763.12         0.34
l4131      6763.50         0.30
l4132      6763.79         0.23
l4133      6764.08         0.37
l4134      6764.44         0.33
l4135      6764.73         0.16
l4136      6765.06         0.50
l4137      6765.52         0.42
l4138      6765.84         0.23
l4139      6766.10         0.28
l4140      6767.10         0.38
l4141      6767.38         0.18
l4142      6767.83         0.54
l4143      6768.26         0.22
l4144      6769.38         0.37
l4145      6769.95         0.24
l4146      6770.16         0.18
l4147      6770.51         0.34
l4148      6770.80         0.11
l4149      6771.04         0.35
l4150      6771.38         0.13
l4151      6771.55         0.23
l4152      6771.81         0.29
l4153      6772.21         0.50
l4154      6773.22         0.19
l4155      6773.49         0.24
l4156      6775.10         0.21
l4157      6775.32         0.22
l4158      6775.52         0.18
l4159      6775.69         0.16
l4160      6776.08         0.36
l4161      6776.51         0.50
l4162      6777.01         0.24
l4163      6777.25         0.24
l4164      6777.54         0.34
l4165      6777.83         0.26
l4166      6778.08         0.25
l4167      6778.29         0.15
l4168      6778.63         0.54
l4169      6779.04         0.28
l4170      6779.36         0.36
l4171      6780.23         0.33
l4172      6781.48         0.16
l4173      6781.64         0.16
l4174      6781.85         0.26
l4175      6782.20         0.23
l4176      6782.46         0.30
l4177      6783.00         0.50
l4178      6783.41         0.31
l4179      6783.74         0.36
l4180      6784.13         0.41
l4181      6784.40         0.13
l4182      6784.55         0.19
l4183      6784.73         0.21
l4184      6784.92         0.16
l4185      6785.13         0.17
l4186      6785.38         0.16
l4187      6785.77         0.18
l4188      6786.15         0.38
l4189      6786.50         0.32
l4190      6786.87         0.15
l4191      6787.06         0.24
l4192      6787.29         0.21
l4193      6787.66         0.34
l4194      6787.91         0.16
l4195      6788.21         0.46
l4196      6788.51         0.15
l4197      6788.76         0.35
l4198      6789.20         0.51
l4199      6790.05         0.18
l4200      6790.22         0.16
l4201      6790.42         0.25
l4202      6790.93         0.24
l4203      6791.13         0.17
l4204      6791.29         0.14
l4205      6791.41         0.09
l4206      6791.65         0.17
l4207      6791.92         0.15
l4208      6792.10         0.21
l4209      6792.59         0.24
l4210      6792.79         0.17
l4211      6793.15         0.52
l4212      6793.47         0.12
l4213      6793.67         0.28
l4214      6793.90         0.18
l4215      6794.07         0.16
l4216      6794.28         0.26
l4217      6794.60         0.25
l4218      6795.60         0.36
l4219      6796.11         0.64
l4220      6796.63         0.41
l4221      6796.94         0.21
l4222      6797.15         0.21
l4223      6797.48         0.26
l4224      6797.84         0.46
l4225      6798.21         0.29
l4226      6798.58         0.45
l4227      6798.87         0.12
l4228      6798.99         0.18
l4229      6799.25         0.34
l4230      6799.49         0.14
l4231      6799.71         0.30
l4232      6800.20         0.27
l4233      6800.43         0.20
l4234      6800.71         0.13
l4235      6800.99         0.44
l4236      6801.37         0.31
l4237      6801.63         0.22
l4238      6801.89         0.30
l4239      6802.22         0.26
l4240      6802.44         0.18
l4241      6802.95         0.66
l4242      6803.41         0.26
l4243      6803.88         0.56
l4244      6804.38         0.21
l4245      6805.29         0.42
l4246      6805.67         0.35
l4247      6806.33         0.23
l4248      6806.75         0.31
l4249      6807.02         0.24
l4250      6807.77         0.55
l4251      6808.17         0.25
l4252      6808.58         0.30
l4253      6809.00         0.33
l4254      6809.67         0.36
l4255      6811.01         0.12
l4256      6811.24         0.34
l4257      6811.73         0.42
l4258      6812.13         0.37
l4259      6812.56         0.50
l4260      6812.99         0.36
l4261      6813.40         0.29
l4262      6813.67         0.25
l4263      6813.94         0.28
l4264      6814.25         0.33
l4265      6814.59         0.36
l4266      6815.01         0.42
l4267      6815.41         0.37
l4268      6815.76         0.34
l4269      6816.69         0.42
l4270      6818.18         0.44
l4271      6818.58         0.37
l4272      6818.94         0.33
l4273      6819.21         0.21
l4274      6819.55         0.49
l4275      6819.93         0.30
l4276      6820.21         0.26
l4277      6820.55         0.19
l4278      6820.74         0.18
l4279      6821.63         0.34
l4280      6821.87         0.17
l4281      6822.24         0.19
l4282      6822.42         0.19
l4283      6822.81         0.28
l4284      6823.08         0.19
l4285      6823.25         0.17
l4286      6823.44         0.20
l4287      6823.65         0.21
l4288      6823.86         0.22
l4289      6824.13         0.31
l4290      6824.56         0.18
l4291      6824.89         0.32
l4292      6825.78         0.32
l4293      6826.06         0.25
l4294      6826.25         0.12
l4295      6826.43         0.24
l4296      6826.71         0.33
l4297      6827.15         0.54
l4298      6827.56         0.28
l4299      6827.89         0.38
l4300      6828.13         0.11
l4301      6828.33         0.28
